,gender,lsat,pass_bar,race1,ugpa
11128,0,34.0,1,0,2.9
11129,0,34.5,1,0,2.9
11130,0,38.0,1,0,2.9
11131,0,30.0,1,0,2.9
11133,1,34.0,1,0,2.9
11134,0,43.0,1,0,2.9
11135,0,37.0,1,0,2.9
11136,0,35.5,1,0,2.9
11137,1,26.0,1,0,2.9
11138,1,35.5,1,0,2.9
11139,1,28.0,1,1,2.9
11140,1,36.0,1,0,2.9
11141,1,15.5,-1,1,2.9
11142,1,37.0,1,0,2.9
11143,0,35.0,1,0,2.9
11144,1,28.5,-1,0,2.9
11145,0,21.0,-1,1,2.9
11147,0,34.0,1,0,2.9
11148,0,42.0,1,0,2.9
11149,1,37.0,1,1,2.9
11150,0,23.0,1,1,2.9
11151,0,31.0,1,0,2.9
11152,0,40.0,1,0,2.9
11153,0,32.0,1,0,2.9
11154,0,40.0,1,0,2.9
11155,0,30.0,1,1,2.9
11156,1,35.0,1,0,2.9
11157,1,29.5,1,1,2.9
11158,0,43.0,1,0,2.9
11159,1,36.0,1,0,2.9
11160,1,45.0,1,0,2.9
11161,0,36.0,1,0,2.9
11162,0,37.0,1,1,2.9
11163,1,35.0,1,0,2.9
11164,0,39.0,1,0,2.9
11165,0,36.0,1,0,2.9
11166,0,45.0,1,0,2.9
11167,0,38.0,1,0,2.9
11168,1,36.0,1,0,2.9
11169,0,33.0,1,0,2.9
11170,0,30.5,1,0,2.9
11171,1,36.0,1,0,2.9
11172,0,39.0,1,1,2.9
11173,0,41.0,1,0,2.9
11174,1,42.0,1,0,2.9
11175,0,40.0,1,0,2.9
11176,0,29.0,1,1,2.9
11177,1,36.0,1,0,2.9
11178,1,43.0,1,0,2.9
11180,1,36.0,1,0,2.9
11182,0,35.0,1,0,2.9
11183,0,42.0,1,0,2.9
11184,1,45.0,1,1,2.9
11185,1,27.0,1,1,2.9
11186,0,29.0,-1,0,2.9
11187,0,44.0,1,0,2.9
11188,0,38.0,1,1,2.9
11189,1,34.0,1,0,2.9
11191,1,32.0,1,0,2.9
11192,1,40.0,1,1,2.9
11193,1,38.0,1,0,2.9
11194,1,31.3,1,0,2.9
11195,1,40.0,1,0,2.9
11196,0,42.0,1,0,2.9
11197,1,27.0,1,1,2.9
11198,0,36.0,1,1,2.9
11199,1,34.0,1,0,2.9
11200,1,28.0,-1,1,2.9
11201,1,44.0,1,0,2.9
11202,1,33.0,1,0,2.9
11203,0,32.0,1,0,2.9
11204,1,32.0,1,0,2.9
11205,1,28.0,1,1,2.9
11206,0,34.0,1,0,2.9
11207,0,46.0,1,0,2.9
11208,1,43.0,1,1,2.9
11209,0,38.0,1,0,2.9
11210,1,36.0,1,0,2.9
11211,0,45.0,1,0,2.9
11212,1,35.0,1,0,2.9
11213,0,28.5,1,0,2.9
11215,0,38.0,1,0,2.9
11216,0,36.0,1,0,2.9
11217,1,36.0,1,0,2.9
11219,0,43.0,1,0,2.9
11220,0,39.0,1,0,2.9
11221,0,21.0,1,0,2.9
11222,0,35.0,1,0,2.9
11223,0,36.0,1,0,2.9
11224,0,37.0,1,0,2.9
11225,0,41.0,1,0,2.9
11226,0,34.0,1,0,2.9
11227,0,33.0,1,0,2.9
11229,0,39.0,1,0,2.9
11230,0,34.0,1,0,2.9
11231,1,21.0,-1,1,2.9
11232,0,31.0,1,0,2.9
11233,0,46.0,1,0,2.9
11234,1,44.0,1,0,2.9
11235,0,45.0,1,0,2.9
11236,0,37.0,1,0,2.9
11237,0,45.0,1,0,2.9
11238,1,25.5,1,1,2.9
11239,1,34.5,1,0,2.9
11240,0,35.0,1,0,2.9
11241,0,29.0,1,0,2.9
11242,0,35.0,1,0,2.9
11243,1,37.0,1,0,2.9
11244,0,29.0,1,0,2.9
11245,0,40.0,1,0,2.9
11246,0,39.0,1,0,2.9
11247,1,41.0,1,1,2.9
11248,1,34.0,1,0,2.9
11249,0,26.0,1,1,2.9
11250,1,39.0,1,0,2.9
11251,0,44.0,1,0,2.9
11252,0,32.0,1,0,2.9
11253,0,38.0,1,0,2.9
11254,0,43.0,1,0,2.9
11255,0,34.0,1,1,2.9
11256,0,37.0,1,0,2.9
11257,1,25.0,-1,1,2.9
11258,0,38.5,1,0,2.9
11259,1,31.0,1,0,2.9
11260,1,36.0,1,0,2.9
11261,0,44.0,1,0,2.9
11262,0,37.0,1,0,2.9
11263,0,42.0,1,0,2.9
11264,0,36.0,1,0,2.9
11265,0,33.5,1,1,2.9
11266,0,28.0,1,1,2.9
11267,0,40.0,1,0,2.9
11268,1,37.0,1,1,2.9
11269,1,27.0,-1,1,2.9
11270,0,30.5,-1,0,2.9
11271,1,35.0,1,0,2.9
11272,0,29.0,1,1,2.9
11273,0,39.0,1,0,2.9
11274,1,29.0,1,1,2.9
11275,0,37.0,1,0,2.9
11276,1,33.0,1,1,2.9
11277,0,31.5,1,0,2.9
11278,0,39.0,1,0,2.9
11279,1,34.0,1,0,2.9
11280,0,33.0,1,0,2.9
11282,0,35.0,1,0,2.9
11283,0,31.5,1,0,2.9
11284,0,30.5,1,0,2.9
11285,0,31.5,-1,0,2.9
11286,0,36.5,1,0,2.9
11287,0,30.0,1,0,2.9
11288,0,34.0,1,1,2.9
11289,1,31.0,1,1,2.9
11290,0,38.0,1,0,2.9
11291,0,28.0,1,1,2.9
11292,0,33.0,1,0,2.9
11293,0,31.0,1,0,2.9
11294,1,32.0,1,0,2.9
11295,0,43.0,1,1,2.9
11296,0,29.0,1,0,2.9
11297,0,39.0,1,1,2.9
11298,0,37.0,1,1,2.9
11299,0,44.0,1,0,2.9
11300,1,28.0,1,0,2.9
11301,0,43.0,1,0,2.9
11302,0,29.5,1,0,2.9
11303,1,43.0,1,0,2.9
11304,0,39.0,1,1,2.9
11305,0,35.0,-1,0,2.9
11306,0,37.0,1,0,2.9
11307,1,31.0,1,0,2.9
11308,0,33.0,1,1,2.9
11309,0,36.0,1,0,2.9
11310,1,39.0,1,0,2.9
11312,0,40.0,1,0,2.9
11313,0,33.0,-1,1,2.9
11314,0,38.0,1,0,2.9
11315,0,37.0,1,0,2.9
11316,1,32.0,1,0,2.9
11317,0,29.0,1,0,2.9
11318,1,40.0,1,0,2.9
11319,0,36.0,1,0,2.9
11320,0,36.0,1,0,2.9
11321,1,26.0,-1,1,2.9
11322,1,33.0,-1,0,2.9
11323,0,40.0,1,0,2.9
11324,0,33.0,1,0,2.9
11325,1,39.0,1,0,2.9
11326,0,45.0,1,0,2.9
11327,0,43.0,1,0,2.9
11328,0,43.0,1,0,2.9
11329,0,36.0,1,0,2.9
11330,0,33.0,1,0,2.9
11331,0,29.0,1,0,2.9
11332,1,32.5,1,0,2.9
11333,1,39.0,1,1,2.9
11335,1,33.0,1,1,2.9
11336,1,36.0,1,0,2.9
11337,0,35.0,1,0,2.9
11338,1,32.0,1,0,2.9
11339,1,40.0,1,0,2.9
11340,1,41.0,1,1,2.9
11341,0,33.0,1,0,2.9
11342,0,34.0,1,0,2.9
11343,0,38.0,1,0,2.9
11344,1,39.0,-1,0,2.9
11345,0,34.0,1,0,2.9
11346,0,34.0,1,0,2.9
11347,0,33.0,1,0,2.9
11348,0,41.0,1,0,2.9
11349,1,32.0,1,0,2.9
11350,1,34.0,1,0,2.9
11351,1,35.5,1,0,2.9
11352,0,39.0,1,0,2.9
11353,0,40.0,1,0,2.9
11354,0,37.0,1,1,2.9
11355,1,36.0,1,0,2.9
11357,0,37.0,1,0,2.9
11359,0,33.0,1,0,2.9
11360,1,34.0,1,0,2.9
11361,0,22.0,1,1,2.9
11362,0,34.5,1,0,2.9
11363,0,35.0,1,0,2.9
11364,1,30.0,-1,1,2.9
11365,1,39.0,1,0,2.9
11366,0,42.0,1,0,2.9
11367,0,43.0,1,0,2.9
11368,0,39.0,1,0,2.9
11369,0,42.0,1,1,2.9
11370,1,29.3,1,1,2.9
11371,0,30.0,1,1,2.9
11372,0,39.0,1,0,2.9
11373,1,35.0,1,0,2.9
11374,0,32.0,1,0,2.9
11375,0,33.0,1,0,2.9
11376,0,39.0,1,0,2.9
11377,0,37.0,1,0,2.9
11378,1,35.5,1,0,2.9
11379,0,33.0,1,0,2.9
11380,0,40.0,1,0,2.9
11381,1,26.0,-1,1,2.9
11382,1,39.0,1,0,2.9
11383,1,43.0,1,0,2.9
11384,0,27.7,1,0,2.9
11385,1,40.0,1,0,2.9
11386,1,36.0,1,1,2.9
11387,1,35.0,1,0,2.9
11388,0,44.0,1,0,2.9
11389,0,34.0,1,1,2.9
11390,1,37.0,1,0,2.9
11391,0,39.0,1,1,2.9
11392,0,39.0,1,0,2.9
11393,0,35.0,1,0,2.9
11394,1,39.0,1,0,2.9
11395,0,33.0,1,0,2.9
11396,0,40.0,1,0,2.9
11397,1,40.0,1,0,2.9
11398,0,41.0,1,0,2.9
11399,0,33.0,1,0,2.9
11400,0,34.0,1,0,2.9
11401,1,29.5,1,0,2.9
11403,1,35.0,1,1,2.9
11404,1,25.0,1,1,2.9
11405,0,31.0,1,0,2.9
11406,0,28.0,1,0,2.9
11407,0,32.0,1,0,2.9
11408,1,29.0,1,0,2.9
11410,0,29.0,1,0,2.9
11411,0,31.0,1,1,2.9
11412,1,30.0,1,1,2.9
11413,1,29.0,1,1,2.9
11414,0,39.0,1,0,2.9
11415,1,28.0,1,1,2.9
11416,1,44.0,1,0,2.9
11417,0,16.0,1,1,2.9
11418,0,35.0,1,0,2.9
11419,1,40.0,1,1,2.9
11420,0,45.0,1,0,2.9
11421,0,37.0,1,0,2.9
11422,0,31.0,1,1,2.9
11423,0,35.0,1,0,2.9
11424,0,38.0,1,0,2.9
11426,0,27.0,1,1,2.9
11427,0,37.0,1,0,2.9
11428,0,38.0,1,0,2.9
11429,0,43.0,1,0,2.9
11430,1,38.0,1,0,2.9
11431,0,38.0,1,0,2.9
11432,0,41.0,1,1,2.9
11433,0,37.0,1,0,2.9
11434,0,34.0,1,0,2.9
11435,1,36.0,1,0,2.9
11436,0,41.0,1,0,2.9
11437,1,30.0,1,1,2.9
11438,0,34.0,1,0,2.9
11439,1,41.0,1,0,2.9
11440,0,41.0,1,0,2.9
11442,1,32.0,1,0,2.9
11444,1,39.0,1,0,2.9
11445,0,28.0,-1,0,2.9
11446,0,42.0,1,0,2.9
11447,0,43.0,1,0,2.9
11448,0,22.0,1,1,2.9
11449,1,36.0,1,0,2.9
11450,1,22.5,1,1,2.9
11451,1,35.0,1,0,2.9
11452,0,36.0,-1,0,2.9
11453,0,43.0,1,1,2.9
11454,1,15.0,1,1,2.9
11455,0,31.0,1,0,2.9
11456,0,33.0,1,0,2.9
11457,0,34.0,1,0,2.9
11458,0,36.0,1,0,2.9
11459,0,25.0,1,0,2.9
11460,1,37.0,1,0,2.9
11461,1,40.0,1,0,2.9
11462,0,32.0,1,1,2.9
11463,0,34.0,-1,1,2.9
11464,0,34.0,1,0,2.9
11465,0,45.0,1,0,2.9
11466,1,30.0,1,1,2.9
11467,0,34.0,1,0,2.9
11468,1,36.0,1,0,2.9
11469,0,36.0,1,0,2.9
11470,0,40.0,1,0,2.9
11471,1,23.0,1,1,2.9
11472,0,36.0,1,0,2.9
11473,0,37.0,1,0,2.9
11474,1,38.0,1,0,2.9
11475,0,42.0,1,0,2.9
11476,1,37.0,1,0,2.9
11477,1,37.0,1,0,2.9
11478,0,42.0,1,0,2.9
11479,1,25.0,1,1,2.9
11480,0,30.0,1,0,2.9
11482,0,37.0,1,1,2.9
11483,0,39.0,-1,0,2.9
11484,0,33.0,1,0,2.9
11485,1,35.0,1,0,2.9
11486,0,33.0,1,0,2.9
11487,0,30.0,1,0,2.9
11488,1,36.0,1,0,2.9
11489,0,26.5,1,0,2.9
11490,1,41.0,1,0,2.9
11491,0,36.0,1,0,2.9
11492,1,34.0,1,0,2.9
11493,0,42.0,1,0,2.9
11494,0,33.0,-1,0,2.9
11495,0,31.5,1,0,2.9
11496,0,37.0,1,0,2.9
11497,0,42.0,1,0,2.9
11498,0,22.0,-1,1,2.9
11499,0,35.0,1,1,2.9
11500,1,34.0,-1,0,2.9
11502,0,39.0,1,1,2.9
11503,0,39.0,1,0,2.9
11504,0,38.0,1,0,2.9
11505,0,41.0,1,0,2.9
11506,0,34.0,1,0,2.9
11507,1,34.0,1,1,2.9
11508,0,40.0,-1,0,2.9
11509,0,35.0,1,0,2.9
11510,1,37.0,1,0,2.9
11511,0,40.0,1,0,2.9
11512,1,32.0,1,1,2.9
11513,1,12.0,-1,1,2.9
11514,1,37.0,1,0,2.9
11515,0,33.0,1,0,2.9
11516,0,35.0,1,0,2.9
11517,0,32.5,1,0,2.9
11519,0,31.5,1,0,2.9
11520,1,29.5,1,0,2.9
11521,0,43.0,1,0,2.9
11522,0,35.0,1,0,2.9
11523,0,36.0,1,0,2.9
11524,0,34.0,1,0,2.9
11526,0,25.0,1,0,2.9
11527,0,45.0,1,0,2.9
11528,0,34.0,1,0,2.9
11529,1,36.0,1,1,2.9
11530,0,29.0,-1,0,2.9
11531,0,35.0,1,0,2.9
11532,0,36.0,1,0,2.9
11534,0,39.0,1,0,2.9
11535,0,32.0,1,0,2.9
11536,0,41.0,1,1,2.9
11537,0,19.5,1,0,2.9
11538,0,30.0,1,1,2.9
11539,0,36.0,1,0,2.9
11540,0,37.0,1,1,2.9
11541,1,40.0,1,0,2.9
11542,0,43.0,1,0,2.9
11543,0,45.0,1,0,2.9
11544,0,30.0,1,0,2.9
11545,0,41.0,1,0,2.9
11546,1,29.0,-1,1,2.9
11547,0,42.0,1,0,2.9
11548,1,41.0,1,0,2.9
11549,0,29.0,1,1,2.9
11550,0,33.0,1,0,2.9
11551,0,44.0,1,0,2.9
11552,1,38.0,-1,0,2.9
11553,1,37.0,1,1,2.9
11554,0,42.0,1,0,2.9
11556,1,37.0,1,0,2.9
11557,0,38.0,-1,0,2.9
11558,1,32.0,1,0,2.9
11559,0,37.0,1,0,2.9
11560,1,42.0,1,0,2.9
11561,1,26.0,1,1,2.9
11562,1,40.0,1,1,2.9
11563,1,36.0,1,0,2.9
11564,1,35.0,1,0,2.9
11565,1,47.0,1,0,2.9
11566,1,38.0,1,0,2.9
11567,0,36.0,1,0,2.9
11568,1,40.0,1,1,2.9
11569,0,33.0,1,0,2.9
11570,1,27.0,1,0,2.9
11571,0,42.0,1,0,2.9
11572,0,26.5,1,1,2.9
11573,1,30.0,1,1,2.9
11574,0,39.0,1,0,2.9
11575,0,33.0,1,0,2.9
11576,1,26.5,1,0,2.9
11577,0,32.0,1,0,2.9
11578,1,39.0,1,0,2.9
11579,0,37.0,1,0,2.9
11580,0,37.0,1,1,2.9
11581,0,38.0,1,1,2.9
11583,0,41.0,1,0,2.9
11584,0,39.0,1,0,2.9
11585,1,34.0,1,1,2.9
11586,1,33.0,1,0,2.9
11587,1,31.5,1,0,2.9
11588,1,33.0,1,0,2.9
11589,0,26.0,1,1,2.9
11590,0,37.0,1,0,2.9
11591,0,22.7,-1,1,2.9
11592,0,33.0,1,0,2.9
11593,0,45.0,1,0,2.9
11594,0,38.0,1,0,2.9
11595,1,28.0,1,0,2.9
11596,0,40.0,-1,0,2.9
11597,0,34.0,1,0,2.9
11598,0,37.0,1,0,2.9
11599,0,34.0,1,1,2.9
11600,0,44.0,1,0,2.9
11601,0,39.0,1,0,2.9
11602,1,36.0,-1,0,2.9
11603,0,39.0,1,0,2.9
11604,1,36.0,1,0,2.9
11605,1,36.0,1,0,2.9
11606,1,33.5,1,1,2.9
11607,0,43.0,1,0,2.9
11608,1,37.0,1,0,2.9
11609,1,38.0,1,0,2.9
11610,0,38.0,1,0,2.9
11611,0,34.5,1,0,2.9
11613,0,45.0,1,0,2.9
11614,0,42.0,1,0,2.9
11615,1,43.0,-1,0,2.9
11616,0,42.0,1,0,2.9
11617,0,40.0,1,0,2.9
11618,1,39.0,-1,0,2.9
11619,0,35.0,1,0,2.9
11620,1,32.0,1,1,2.9
11621,1,37.0,1,0,2.9
11624,0,38.0,1,0,2.9
11625,1,36.0,1,1,2.9
11626,0,41.0,1,0,2.9
11627,1,37.0,1,0,2.9
11628,1,27.0,1,1,2.9
11629,1,34.0,1,0,2.9
11630,1,44.0,1,0,2.9
11631,0,37.0,1,0,2.9
11632,0,40.0,1,0,2.9
11633,0,32.0,1,1,2.9
11634,0,42.0,1,0,2.9
11635,0,44.0,1,0,2.9
11636,1,39.0,1,0,2.9
11638,1,35.0,1,1,2.9
11639,0,32.0,1,0,2.9
11640,0,32.0,1,0,2.9
11641,1,39.0,1,0,2.9
11642,0,29.5,1,1,2.9
11643,0,33.0,1,0,2.9
11644,1,28.5,1,0,2.9
11646,0,36.0,1,1,2.9
11647,0,37.0,1,0,2.9
11648,1,39.0,1,0,2.9
11649,0,40.0,1,0,2.9
11650,0,35.0,1,0,2.9
11651,0,43.0,1,0,2.9
11652,0,36.0,1,0,2.9
11653,1,41.0,1,0,2.9
11654,0,47.0,1,0,2.9
11655,0,32.0,1,1,2.9
11656,0,38.0,1,1,2.9
11657,0,39.0,1,0,2.9
11658,0,41.0,1,0,2.9
11659,0,34.0,1,0,2.9
11660,0,32.0,1,0,2.9
11661,0,29.5,1,0,2.9
11662,0,32.0,-1,1,2.9
11663,1,29.0,1,1,2.9
11664,0,31.0,1,0,2.9
11665,0,40.0,1,1,2.9
11666,0,34.0,1,0,2.9
11667,0,32.0,1,0,2.9
11668,1,35.0,1,1,2.9
11669,0,36.0,1,0,2.9
11670,0,42.0,1,0,2.9
11671,0,47.0,1,0,2.9
11672,0,31.5,1,0,2.9
11674,1,42.0,1,1,2.9
11675,1,32.0,-1,1,2.9
11676,0,39.0,1,1,2.9
11677,0,37.0,1,0,2.9
11678,1,42.0,1,0,2.9
11680,1,36.0,1,0,2.9
11681,0,41.0,1,0,2.9
11682,1,32.0,1,0,2.9
11683,0,35.0,1,1,2.9
11684,0,41.0,1,0,2.9
11685,0,36.0,1,0,2.9
11686,0,37.0,1,0,2.9
11687,1,41.0,1,0,2.9
11688,0,40.0,1,0,2.9
11689,0,33.0,1,0,2.9
11690,1,27.0,1,1,2.9
11691,0,43.0,1,0,2.9
11692,1,39.0,1,1,2.9
11693,0,38.0,1,0,2.9
11694,0,21.0,-1,1,2.9
11695,0,46.0,1,0,2.9
11696,1,34.0,1,0,2.9
11697,0,42.0,1,0,2.9
11699,0,38.0,1,0,2.9
11700,1,42.0,1,0,2.9
11701,1,40.0,1,0,2.9
11702,0,32.5,1,0,2.9
11703,0,33.0,1,0,2.9
11705,1,41.0,1,1,2.9
11706,1,41.0,1,0,2.9
11707,0,47.0,1,0,2.9
11708,0,37.0,1,0,2.9
11709,0,30.3,1,0,2.9
11710,0,39.0,1,1,2.9
11711,1,30.0,1,0,2.9
11712,0,38.0,-1,0,2.9
11713,1,38.0,1,0,2.9
11714,1,34.0,1,0,2.9
11715,1,38.0,1,0,2.9
11716,0,34.0,-1,0,2.9
11717,0,36.0,1,0,2.9
11718,0,36.0,1,0,2.9
11719,0,23.7,1,0,2.9
11720,0,41.0,1,0,2.9
11721,0,33.0,1,0,2.9
11722,1,39.0,1,1,2.9
11723,0,40.0,1,0,2.9
11725,0,36.0,1,0,2.9
11726,0,30.0,1,0,2.9
11727,1,16.5,1,1,2.9
11728,0,33.0,1,0,2.9
11729,0,36.0,1,0,2.9
11731,0,41.5,1,0,2.9
11732,0,42.0,1,0,2.9
11734,1,25.0,1,0,2.9
11735,1,37.0,1,0,2.9
11736,1,37.5,1,0,2.9
11737,0,24.5,1,1,2.9
11738,0,31.0,1,1,2.9
11739,0,41.0,1,0,2.9
11740,0,41.0,1,0,2.9
11741,0,43.0,1,0,2.9
11742,0,27.7,1,1,2.9
11743,0,35.0,1,0,2.9
11744,0,41.0,1,0,2.9
11745,1,37.0,1,0,2.9
11746,0,35.5,1,0,2.9
11747,1,42.0,1,0,2.9
11748,1,37.0,1,0,2.9
11749,1,33.0,1,1,2.9
11750,0,46.0,1,0,2.9
11751,1,28.0,1,1,2.9
11752,0,41.5,1,0,2.9
11753,0,45.0,1,0,2.9
11754,0,36.0,1,0,2.9
11755,0,26.5,1,1,2.9
11757,0,35.0,1,0,2.9
11758,0,41.0,1,1,2.9
11759,0,40.0,1,0,2.9
11760,1,39.0,1,0,2.9
11761,0,43.0,1,0,2.9
11762,0,37.0,1,0,2.9
11763,1,23.0,1,1,2.8
11764,1,37.0,1,0,2.8
11765,1,40.0,1,1,2.8
11766,1,29.0,1,1,2.8
11767,1,29.0,-1,0,2.8
11768,0,38.0,1,0,2.8
11769,1,34.0,1,0,2.8
11771,0,33.0,1,0,2.8
11772,1,34.0,1,0,2.8
11774,0,23.0,1,1,2.8
11775,0,32.5,1,0,2.8
11776,1,26.5,1,0,2.8
11777,1,38.0,1,1,2.8
11778,0,38.0,-1,0,2.8
11779,1,33.0,1,0,2.8
11780,0,31.0,1,0,2.8
11781,1,41.0,1,0,2.8
11782,0,34.0,1,0,2.8
11783,0,41.0,1,0,2.8
11785,0,24.7,1,1,2.8
11786,0,27.0,1,1,2.8
11787,0,29.0,1,0,2.8
11788,0,32.0,1,0,2.8
11789,1,37.0,1,0,2.8
11790,0,36.0,1,0,2.8
11791,0,39.0,1,0,2.8
11792,1,31.0,-1,1,2.8
11793,0,38.0,1,1,2.8
11794,0,32.0,1,0,2.8
11796,0,42.0,1,0,2.8
11797,0,29.0,-1,1,2.8
11798,0,32.3,1,0,2.8
11799,0,45.0,1,0,2.8
11800,0,40.0,1,0,2.8
11801,0,36.0,1,0,2.8
11802,1,37.0,1,0,2.8
11803,0,33.3,1,0,2.8
11804,1,39.0,1,0,2.8
11805,1,30.5,1,1,2.8
11806,0,38.0,1,0,2.8
11808,0,33.0,1,0,2.8
11809,1,33.0,1,0,2.8
11810,1,29.0,1,1,2.8
11812,0,38.0,1,0,2.8
11813,0,34.0,1,0,2.8
11814,1,25.0,1,1,2.8
11815,0,39.0,1,1,2.8
11816,1,30.0,-1,1,2.8
11817,1,28.5,1,0,2.8
11818,0,35.0,1,0,2.8
11819,1,25.0,1,0,2.8
11820,0,32.5,1,0,2.8
11821,0,34.0,1,1,2.8
11822,1,36.0,1,0,2.8
11823,0,35.0,1,0,2.8
11824,0,34.0,1,0,2.8
11825,0,33.0,1,0,2.8
11826,0,30.5,1,0,2.8
11827,0,35.5,1,0,2.8
11829,1,26.0,-1,1,2.8
11830,0,33.0,1,0,2.8
11831,0,43.0,1,0,2.8
11832,1,34.0,1,0,2.8
11833,1,32.7,1,0,2.8
11834,0,36.0,1,0,2.8
11835,0,37.0,1,0,2.8
11836,0,35.0,1,0,2.8
11837,0,33.5,1,0,2.8
11839,0,34.0,1,0,2.8
11840,1,37.0,1,0,2.8
11841,0,31.0,1,1,2.8
11842,0,39.0,1,0,2.8
11843,0,26.0,1,0,2.8
11844,0,34.0,1,0,2.8
11845,0,33.5,1,0,2.8
11846,0,31.5,1,0,2.8
11847,0,36.0,1,0,2.8
11848,1,30.0,-1,1,2.8
11849,0,33.0,1,0,2.8
11850,0,47.0,1,1,2.8
11851,1,31.0,1,0,2.8
11852,0,47.0,1,1,2.8
11853,0,32.0,1,0,2.8
11854,0,36.0,1,0,2.8
11855,0,27.0,1,1,2.8
11856,0,40.0,1,0,2.8
11857,1,41.0,1,0,2.8
11858,1,38.0,1,0,2.8
11859,0,41.0,1,0,2.8
11860,0,30.0,1,0,2.8
11861,1,37.5,1,0,2.8
11862,0,33.0,1,0,2.8
11863,0,33.0,1,0,2.8
11864,1,35.0,1,0,2.8
11865,1,38.5,1,0,2.8
11866,0,39.0,1,0,2.8
11867,0,40.0,1,0,2.8
11869,1,28.0,1,1,2.8
11870,0,38.0,1,0,2.8
11871,1,29.7,1,0,2.8
11872,0,28.0,-1,1,2.8
11873,0,38.0,1,0,2.8
11874,0,36.0,1,1,2.8
11875,0,35.5,1,0,2.8
11876,0,36.0,1,0,2.8
11877,0,37.0,-1,0,2.8
11878,0,44.0,1,0,2.8
11879,0,37.0,1,0,2.8
11880,0,27.0,1,1,2.8
11881,1,40.0,1,0,2.8
11882,0,36.0,-1,1,2.8
11883,1,47.0,1,0,2.8
11884,1,34.0,1,0,2.8
11885,1,34.0,1,0,2.8
11886,0,31.0,1,0,2.8
11887,0,41.5,1,0,2.8
11888,0,39.0,1,0,2.8
11889,0,42.0,1,0,2.8
11890,0,30.0,1,1,2.8
11891,1,39.0,1,0,2.8
11892,0,35.0,1,0,2.8
11893,0,38.0,1,0,2.8
11894,1,38.0,1,0,2.8
11895,0,35.0,1,0,2.8
11896,0,28.0,1,1,2.8
11897,0,33.0,1,0,2.8
11898,0,28.3,1,0,2.8
11899,1,39.0,1,0,2.8
11900,0,39.0,1,0,2.8
11901,0,32.0,-1,0,2.8
11902,0,37.0,1,0,2.8
11903,0,32.0,1,1,2.8
11904,0,40.0,1,1,2.8
11906,0,34.0,1,0,2.8
11907,0,35.0,1,0,2.8
11908,0,37.0,1,0,2.8
11909,1,31.0,1,0,2.8
11910,1,20.0,-1,1,2.8
11911,0,39.0,1,0,2.8
11912,1,44.0,1,0,2.8
11913,1,30.0,-1,1,2.8
11914,0,32.0,1,0,2.8
11915,0,39.0,1,0,2.8
11916,0,41.0,1,0,2.8
11917,1,36.0,1,1,2.8
11918,0,32.5,1,0,2.8
11919,0,47.0,1,0,2.8
11921,0,38.0,1,0,2.8
11922,0,34.0,1,0,2.8
11923,1,39.0,1,0,2.8
11925,1,38.0,1,0,2.8
11926,0,42.0,1,0,2.8
11927,0,33.0,1,1,2.8
11928,0,33.5,1,0,2.8
11929,1,36.0,1,0,2.8
11930,0,32.0,1,0,2.8
11931,0,29.0,1,0,2.8
11932,1,32.0,1,1,2.8
11933,1,36.0,1,0,2.8
11934,0,39.0,1,1,2.8
11935,0,37.0,1,0,2.8
11937,0,30.0,-1,1,2.8
11938,0,34.0,1,0,2.8
11939,0,30.0,1,0,2.8
11940,0,41.0,1,0,2.8
11941,0,39.0,1,0,2.8
11942,0,31.0,1,0,2.8
11944,0,30.0,-1,1,2.8
11945,1,42.0,1,1,2.8
11946,0,33.0,1,0,2.8
11947,1,39.0,1,0,2.8
11948,1,30.5,1,0,2.8
11949,1,35.0,1,0,2.8
11950,0,38.0,1,0,2.8
11951,0,34.5,1,0,2.8
11952,0,38.0,1,0,2.8
11953,1,38.0,1,0,2.8
11954,0,46.0,1,0,2.8
11955,0,43.0,1,0,2.8
11956,0,35.0,1,0,2.8
11957,0,41.0,1,0,2.8
11958,1,43.0,1,0,2.8
11959,0,27.0,1,1,2.8
11960,1,37.0,1,0,2.8
11961,1,30.0,1,1,2.8
11962,0,36.0,1,0,2.8
11963,0,36.0,1,0,2.8
11964,0,36.0,1,0,2.8
11965,0,35.0,1,0,2.8
11966,0,41.0,1,0,2.8
11967,0,35.0,-1,0,2.8
11968,1,28.5,1,0,2.8
11969,0,39.0,-1,1,2.8
11970,1,39.0,1,0,2.8
11972,0,40.0,1,0,2.8
11973,0,37.0,1,0,2.8
11974,1,29.0,1,1,2.8
11975,0,30.0,1,0,2.8
11976,1,35.0,1,0,2.8
11977,0,41.0,1,0,2.8
11978,0,37.0,1,0,2.8
11979,1,35.0,1,0,2.8
11980,0,40.0,1,0,2.8
11981,0,32.5,1,0,2.8
11982,0,39.0,1,0,2.8
11983,0,33.0,1,1,2.8
11984,0,24.0,1,1,2.8
11985,0,36.0,1,0,2.8
11986,0,34.0,1,0,2.8
11987,1,32.0,1,0,2.8
11988,0,40.0,1,0,2.8
11989,0,29.5,1,0,2.8
11990,1,20.5,1,1,2.8
11991,0,36.0,1,0,2.8
11992,0,29.0,-1,1,2.8
11993,1,41.0,1,0,2.8
11994,0,46.0,1,0,2.8
11995,0,38.0,1,0,2.8
11996,0,36.0,1,0,2.8
11997,1,38.0,1,0,2.8
11998,0,34.0,1,0,2.8
